Maker,Sub_Category,Count,Year,Vehicle_Type
ADISHWAR AUTO RIDE INDIA PVT LTD,Unnamed: 2,0,2022,2W
ADRIS ELECTRIC PVT LTD,Unnamed: 2,0,2022,2W
AFTEK MOTORS INDIA PVT LTD,Unnamed: 2,0,2022,2W
AHMED MOTORS,Unnamed: 2,0,2022,2W
AJS MOTORCYCLES LTD,Unnamed: 2,0,2022,2W
ALTIUS EV TECH PVT LTD,Unnamed: 2,0,2022,2W
AMO MOBILITY SOLUTIONS PVT LTD,Unnamed: 2,0,2022,2W
AMPERE VEHICLES PRIVATE LIMITED,Unnamed: 2,2,2022,2W
AMPERE VEHICLES PVT LTD,Unnamed: 2,0,2022,2W
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,Unnamed: 2,0,2022,2W
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),Unnamed: 2,0,2022,2W
ANVITA AUTO TECH WORKS PVT LTD,Unnamed: 2,0,2022,2W
ATHER ENERGY LTD,Unnamed: 2,1,2022,2W
ATOMEX E-MOTORS INDIA PVT LTD,Unnamed: 2,0,2022,2W
AUTOROLA INDIA TO,Unnamed: 2,0,2022,2W
AYAAN ELECTRONIC PVT LTD,Unnamed: 2,0,2022,2W
BAJAJ AUTO LTD,Unnamed: 2,28,2022,2W
BATTRE ELECTRIC MOBLITY PVT LTD,Unnamed: 2,0,2022,2W
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,Unnamed: 2,0,2022,2W
BGAUSS AUTO PRIVATE LIMITED,Unnamed: 2,0,2022,2W
BLIX CYCLES AND E-VEHICLES PVT LTD,Unnamed: 2,0,2022,2W
BMW INDIA PVT LTD,Unnamed: 2,0,2022,2W
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,Unnamed: 2,0,2022,2W
BOUNCE ELECTRIC 1 PVT LTD,Unnamed: 2,0,2022,2W
BSA MOTORS,Unnamed: 2,0,2022,2W
CHANDANA CORPORATION,Unnamed: 2,0,2022,2W
CLASSIC LEGENDS PVT LTD,Unnamed: 2,0,2022,2W
DAO EVTECH PRIVATE LIMITED,Unnamed: 2,0,2022,2W
DILLI ELECTRIC AUTO PVT LTD,Unnamed: 2,0,2022,2W
DSK MOTOWHEELS PVT LTD.,Unnamed: 2,0,2022,2W
DUCATI INDIA PVT LTD,Unnamed: 2,0,2022,2W
DUCATI MOTOR HOLDING S.P.A,Unnamed: 2,0,2022,2W
ECO FUEL SYSTEMS (I) PVT LTD,Unnamed: 2,0,2022,2W
EICHER MOTORS LTD,Unnamed: 2,0,2022,2W
ELECTRECA VEHICLES,Unnamed: 2,0,2022,2W
ELTHOR ENERGY PRIVATE LIMITED,Unnamed: 2,0,2022,2W
ENGTIAN ELECTRIC BIKE PVT LTD,Unnamed: 2,0,2022,2W
ESCORTS CONSTRUCTION EQUIPMENT LTD,Unnamed: 2,0,2022,2W
ESCORTS R&D CENTRE,Unnamed: 2,0,2022,2W
EVTRIC MOTORS PVT LTD,Unnamed: 2,0,2022,2W
EXERVAL PVT LTD,Unnamed: 2,0,2022,2W
FIADO INDUSTRIES PVT LTD,Unnamed: 2,0,2022,2W
GODREJ AND BOYCE MFG CO LTD,Unnamed: 2,0,2022,2W
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,Unnamed: 2,0,2022,2W
GOREEN E-MOBILITY PVT LTD,Unnamed: 2,1,2022,2W
GREAVES ELECTRIC MOBILITY PVT LTD,Unnamed: 2,0,2022,2W
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),Unnamed: 2,0,2022,2W
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),Unnamed: 2,0,2022,2W
H-D MOTOR COMPANY INDIA PVT LTD,Unnamed: 2,0,2022,2W
HERO ELECTRIC VEHICLE PVT LTD,Unnamed: 2,0,2022,2W
HERO ELECTRIC VEHICLES PVT. LTD,Unnamed: 2,1,2022,2W
HERO HONDA MOTORS  LTD,Unnamed: 2,0,2022,2W
HERO MOTOCORP LTD,Unnamed: 2,5570,2022,2W
HILLMAN MOTORS LTD,Unnamed: 2,0,2022,2W
HONDA CARS INDIA LTD,Unnamed: 2,0,2022,2W
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,Unnamed: 2,1199,2022,2W
HONGHUA INTER CO LTD,Unnamed: 2,0,2022,2W
HONGKONG YIXING (IMPORTER: ADMS MARKETING),Unnamed: 2,0,2022,2W
HOP ELECTRIC MOBILITY PVT LTD,Unnamed: 2,0,2022,2W
HOUSTAN INNOVATION LLP,Unnamed: 2,0,2022,2W
HYUNDAI MOTOR INDIA LTD,Unnamed: 2,1,2022,2W
INDIA KAWASAKI MOTORS PVT LTD,Unnamed: 2,0,2022,2W
INDIA YAMAHA MOTOR PVT LTD,Unnamed: 2,20,2022,2W
IRA EDUTECH PVT LTD,Unnamed: 2,0,2022,2W
IVOOMI INNOVATION PVT LTD,Unnamed: 2,0,2022,2W
IZANAU ELECTRIC LLP,Unnamed: 2,0,2022,2W
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),Unnamed: 2,0,2022,2W
JIANGSU SUNHOU (IMPORTER: SABOO TOR),Unnamed: 2,0,2022,2W
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),Unnamed: 2,0,2022,2W
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),Unnamed: 2,0,2022,2W
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),Unnamed: 2,0,2022,2W
JITENDRA NEW EV-TECH PVT. LTD,Unnamed: 2,0,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),Unnamed: 2,0,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),Unnamed: 2,0,2022,2W
KABIRA MOBILITY LLP,Unnamed: 2,0,2022,2W
KAWASAKI HEAVY INDUSTRIES LTD,Unnamed: 2,0,2022,2W
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Unnamed: 2,0,2022,2W
KINETIC MOTOR COMPANY LIMITED,Unnamed: 2,0,2022,2W
KLB KOMAKI PVT LTD,Unnamed: 2,0,2022,2W
KYTE ENERGY PVT. LTD.,Unnamed: 2,0,2022,2W
LECTRIX E VEHICLES PVT LTD,Unnamed: 2,0,2022,2W
LML LIMITED,Unnamed: 2,0,2022,2W
LOCAL TRAILER MANUFACTURER,Unnamed: 2,0,2022,2W
LOHIA AUTO INDUSTRIES LTD.,Unnamed: 2,0,2022,2W
M2GO ELECTRIC VEHICLE PVT LTD,Unnamed: 2,0,2022,2W
MAA LUXMI E-VEHICLES PVT. LTD.,Unnamed: 2,0,2022,2W
MAHINDRA & MAHINDRA LIMITED,Unnamed: 2,0,2022,2W
MAHINDRA TWO WHEELERS LTD,Unnamed: 2,0,2022,2W
MAJESTIC AUTO LTD,Unnamed: 2,0,2022,2W
MARUTHISAN PVT LTD,Unnamed: 2,0,2022,2W
MARUTI SUZUKI INDIA LTD,Unnamed: 2,2,2022,2W
MEW ELECTRICALS LIMITED,Unnamed: 2,0,2022,2W
MINI METRO EV L.L.P,Unnamed: 2,0,2022,2W
MIRAKLE 5 AUTOMOBILES PVT LTD,Unnamed: 2,0,2022,2W
MOTOROYALE KINETIC PRIVATE LIMITED,Unnamed: 2,0,2022,2W
M/S VISHNU CLEAN ENERGY VEHICLES LLP,Unnamed: 2,0,2022,2W
MV AGUSTA INDIA PVT LTD,Unnamed: 2,0,2022,2W
NDS ECO MOTORS PVT LTD,Unnamed: 2,0,2022,2W
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),Unnamed: 2,0,2022,2W
NISIKI TECHNOLOGIES PVT LTD,Unnamed: 2,0,2022,2W
NUMEROS MOTORS PVT LTD,Unnamed: 2,0,2022,2W
ODYSSE ELECTRIC VEHICLES PVT LTD,Unnamed: 2,0,2022,2W
OKAYA EV PVT LTD,Unnamed: 2,0,2022,2W
OKINAWA AUTOTECH PVT LTD,Unnamed: 2,3,2022,2W
OLA ELECTRIC TECHNOLOGIES PVT LTD,Unnamed: 2,0,2022,2W
OMJAY EV LIMITED,Unnamed: 2,0,2022,2W
OTHERS,Unnamed: 2,0,2022,2W
OZOTEC AUTOMOBILE PRIVATE LIMITED,Unnamed: 2,0,2022,2W
PIAGGIO VEHICLES PVT LTD,Unnamed: 2,5,2022,2W
POLARIS INDIA PVT LTD,Unnamed: 2,0,2022,2W
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),Unnamed: 2,0,2022,2W
PUR ENERGY PVT LTD,Unnamed: 2,0,2022,2W
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),Unnamed: 2,0,2022,2W
QUANTUM ENERGY LTD.,Unnamed: 2,0,2022,2W
REVOLT INTELLICORP PVT LTD,Unnamed: 2,2,2022,2W
RGM BUSINESS PLUS PVT LTD,Unnamed: 2,1,2022,2W
ROWWET MOBILITY PVT LTD,Unnamed: 2,0,2022,2W
ROYAL-ENFIELD (UNIT OF EICHER LTD),Unnamed: 2,2,2022,2W
SBTEK E MOTO PVT LTD,Unnamed: 2,0,2022,2W
SHRI BARSANA E-VEHICLES PVT LTD,Unnamed: 2,0,2022,2W
SMV,Unnamed: 2,0,2022,2W
SRIVARU MOTORS PVT LTD,Unnamed: 2,0,2022,2W
SUPERECO AUTOMOTIVE CO,Unnamed: 2,0,2022,2W
SUZUKI MOTORCYCLE INDIA PVT LTD,Unnamed: 2,142,2022,2W
TATA MOTORS LTD,Unnamed: 2,1,2022,2W
THUKRAL ELECTRIC BIKES PVT LTD,Unnamed: 2,0,2022,2W
TORK MOTORS PVT LTD,Unnamed: 2,0,2022,2W
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,Unnamed: 2,0,2022,2W
TUNWAL E MOTORS PVT LTD,Unnamed: 2,0,2022,2W
TVS MOTOR COMPANY LTD,Unnamed: 2,6739,2022,2W
TYST DRIVE INDIA PVT LTD,Unnamed: 2,0,2022,2W
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,Unnamed: 2,0,2022,2W
WHITE CARBON MOTORS PVT LTD,Unnamed: 2,0,2022,2W
WUXI DONGMA (IMPORTER: DYNAM PRECISION),Unnamed: 2,0,2022,2W
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),Unnamed: 2,0,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),Unnamed: 2,0,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),Unnamed: 2,0,2022,2W
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),Unnamed: 2,0,2022,2W
WUXI SAIGE (IMPORTER: WARIVO MOTOR),Unnamed: 2,0,2022,2W
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),Unnamed: 2,0,2022,2W
XYZ1,Unnamed: 2,0,2022,2W
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),Unnamed: 2,0,2022,2W
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),Unnamed: 2,0,2022,2W
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),Unnamed: 2,0,2022,2W
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),Unnamed: 2,0,2022,2W
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),Unnamed: 2,0,2022,2W
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),Unnamed: 2,0,2022,2W
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),Unnamed: 2,0,2022,2W
ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),Unnamed: 2,0,2022,2W
ADISHWAR AUTO RIDE INDIA PVT LTD,Unnamed: 3,1350,2022,2W
ADRIS ELECTRIC PVT LTD,Unnamed: 3,226,2022,2W
AFTEK MOTORS INDIA PVT LTD,Unnamed: 3,186,2022,2W
AHMED MOTORS,Unnamed: 3,18,2022,2W
AJS MOTORCYCLES LTD,Unnamed: 3,1,2022,2W
ALTIUS EV TECH PVT LTD,Unnamed: 3,67,2022,2W
AMO MOBILITY SOLUTIONS PVT LTD,Unnamed: 3,1495,2022,2W
AMPERE VEHICLES PRIVATE LIMITED,Unnamed: 3,79141,2022,2W
AMPERE VEHICLES PVT LTD,Unnamed: 3,2391,2022,2W
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,Unnamed: 3,6,2022,2W
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),Unnamed: 3,1,2022,2W
ANVITA AUTO TECH WORKS PVT LTD,Unnamed: 3,30,2022,2W
ATHER ENERGY LTD,Unnamed: 3,51782,2022,2W
ATOMEX E-MOTORS INDIA PVT LTD,Unnamed: 3,3,2022,2W
AUTOROLA INDIA TO,Unnamed: 3,1,2022,2W
AYAAN ELECTRONIC PVT LTD,Unnamed: 3,132,2022,2W
BAJAJ AUTO LTD,Unnamed: 3,1672941,2022,2W
BATTRE ELECTRIC MOBLITY PVT LTD,Unnamed: 3,516,2022,2W
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,Unnamed: 3,13130,2022,2W
BGAUSS AUTO PRIVATE LIMITED,Unnamed: 3,1983,2022,2W
BLIX CYCLES AND E-VEHICLES PVT LTD,Unnamed: 3,45,2022,2W
BMW INDIA PVT LTD,Unnamed: 3,6684,2022,2W
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,Unnamed: 3,245,2022,2W
BOUNCE ELECTRIC 1 PVT LTD,Unnamed: 3,4478,2022,2W
BSA MOTORS,Unnamed: 3,2,2022,2W
CHANDANA CORPORATION,Unnamed: 3,426,2022,2W
CLASSIC LEGENDS PVT LTD,Unnamed: 3,40925,2022,2W
DAO EVTECH PRIVATE LIMITED,Unnamed: 3,102,2022,2W
DILLI ELECTRIC AUTO PVT LTD,Unnamed: 3,1,2022,2W
DSK MOTOWHEELS PVT LTD.,Unnamed: 3,1,2022,2W
DUCATI INDIA PVT LTD,Unnamed: 3,374,2022,2W
DUCATI MOTOR HOLDING S.P.A,Unnamed: 3,2,2022,2W
ECO FUEL SYSTEMS (I) PVT LTD,Unnamed: 3,728,2022,2W
EICHER MOTORS LTD,Unnamed: 3,2,2022,2W
ELECTRECA VEHICLES,Unnamed: 3,93,2022,2W
ELTHOR ENERGY PRIVATE LIMITED,Unnamed: 3,735,2022,2W
ENGTIAN ELECTRIC BIKE PVT LTD,Unnamed: 3,141,2022,2W
ESCORTS CONSTRUCTION EQUIPMENT LTD,Unnamed: 3,24,2022,2W
ESCORTS R&D CENTRE,Unnamed: 3,1,2022,2W
EVTRIC MOTORS PVT LTD,Unnamed: 3,162,2022,2W
EXERVAL PVT LTD,Unnamed: 3,127,2022,2W
FIADO INDUSTRIES PVT LTD,Unnamed: 3,5,2022,2W
GODREJ AND BOYCE MFG CO LTD,Unnamed: 3,1,2022,2W
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,Unnamed: 3,7,2022,2W
GOREEN E-MOBILITY PVT LTD,Unnamed: 3,5344,2022,2W
GREAVES ELECTRIC MOBILITY PVT LTD,Unnamed: 3,410,2022,2W
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),Unnamed: 3,8,2022,2W
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),Unnamed: 3,359,2022,2W
H-D MOTOR COMPANY INDIA PVT LTD,Unnamed: 3,61,2022,2W
HERO ELECTRIC VEHICLE PVT LTD,Unnamed: 3,2538,2022,2W
HERO ELECTRIC VEHICLES PVT. LTD,Unnamed: 3,96402,2022,2W
HERO HONDA MOTORS  LTD,Unnamed: 3,79,2022,2W
HERO MOTOCORP LTD,Unnamed: 3,5024843,2022,2W
HILLMAN MOTORS LTD,Unnamed: 3,1,2022,2W
HONDA CARS INDIA LTD,Unnamed: 3,1027,2022,2W
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,Unnamed: 3,3857475,2022,2W
HONGHUA INTER CO LTD,Unnamed: 3,1,2022,2W
HONGKONG YIXING (IMPORTER: ADMS MARKETING),Unnamed: 3,14,2022,2W
HOP ELECTRIC MOBILITY PVT LTD,Unnamed: 3,2,2022,2W
HOUSTAN INNOVATION LLP,Unnamed: 3,33,2022,2W
HYUNDAI MOTOR INDIA LTD,Unnamed: 3,2,2022,2W
INDIA KAWASAKI MOTORS PVT LTD,Unnamed: 3,3257,2022,2W
INDIA YAMAHA MOTOR PVT LTD,Unnamed: 3,541171,2022,2W
IRA EDUTECH PVT LTD,Unnamed: 3,98,2022,2W
IVOOMI INNOVATION PVT LTD,Unnamed: 3,627,2022,2W
IZANAU ELECTRIC LLP,Unnamed: 3,32,2022,2W
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),Unnamed: 3,31,2022,2W
JIANGSU SUNHOU (IMPORTER: SABOO TOR),Unnamed: 3,1,2022,2W
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),Unnamed: 3,41,2022,2W
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),Unnamed: 3,12,2022,2W
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),Unnamed: 3,496,2022,2W
JITENDRA NEW EV-TECH PVT. LTD,Unnamed: 3,9221,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),Unnamed: 3,9,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),Unnamed: 3,37,2022,2W
KABIRA MOBILITY LLP,Unnamed: 3,107,2022,2W
KAWASAKI HEAVY INDUSTRIES LTD,Unnamed: 3,5,2022,2W
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Unnamed: 3,2085,2022,2W
KINETIC MOTOR COMPANY LIMITED,Unnamed: 3,9,2022,2W
KLB KOMAKI PVT LTD,Unnamed: 3,3487,2022,2W
KYTE ENERGY PVT. LTD.,Unnamed: 3,18,2022,2W
LECTRIX E VEHICLES PVT LTD,Unnamed: 3,1223,2022,2W
LML LIMITED,Unnamed: 3,6,2022,2W
LOCAL TRAILER MANUFACTURER,Unnamed: 3,1,2022,2W
LOHIA AUTO INDUSTRIES LTD.,Unnamed: 3,1,2022,2W
M2GO ELECTRIC VEHICLE PVT LTD,Unnamed: 3,4,2022,2W
MAA LUXMI E-VEHICLES PVT. LTD.,Unnamed: 3,18,2022,2W
MAHINDRA & MAHINDRA LIMITED,Unnamed: 3,117,2022,2W
MAHINDRA TWO WHEELERS LTD,Unnamed: 3,5,2022,2W
MAJESTIC AUTO LTD,Unnamed: 3,2,2022,2W
MARUTHISAN PVT LTD,Unnamed: 3,84,2022,2W
MARUTI SUZUKI INDIA LTD,Unnamed: 3,35,2022,2W
MEW ELECTRICALS LIMITED,Unnamed: 3,3215,2022,2W
MINI METRO EV L.L.P,Unnamed: 3,1,2022,2W
MIRAKLE 5 AUTOMOBILES PVT LTD,Unnamed: 3,18,2022,2W
MOTOROYALE KINETIC PRIVATE LIMITED,Unnamed: 3,2,2022,2W
M/S VISHNU CLEAN ENERGY VEHICLES LLP,Unnamed: 3,3,2022,2W
MV AGUSTA INDIA PVT LTD,Unnamed: 3,1,2022,2W
NDS ECO MOTORS PVT LTD,Unnamed: 3,28,2022,2W
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),Unnamed: 3,208,2022,2W
NISIKI TECHNOLOGIES PVT LTD,Unnamed: 3,167,2022,2W
NUMEROS MOTORS PVT LTD,Unnamed: 3,335,2022,2W
ODYSSE ELECTRIC VEHICLES PVT LTD,Unnamed: 3,313,2022,2W
OKAYA EV PVT LTD,Unnamed: 3,8914,2022,2W
OKINAWA AUTOTECH PVT LTD,Unnamed: 3,103543,2022,2W
OLA ELECTRIC TECHNOLOGIES PVT LTD,Unnamed: 3,109385,2022,2W
OMJAY EV LIMITED,Unnamed: 3,172,2022,2W
OTHERS,Unnamed: 3,160048,2022,2W
OZOTEC AUTOMOBILE PRIVATE LIMITED,Unnamed: 3,93,2022,2W
PIAGGIO VEHICLES PVT LTD,Unnamed: 3,47323,2022,2W
POLARIS INDIA PVT LTD,Unnamed: 3,14,2022,2W
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),Unnamed: 3,23,2022,2W
PUR ENERGY PVT LTD,Unnamed: 3,14936,2022,2W
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),Unnamed: 3,98,2022,2W
QUANTUM ENERGY LTD.,Unnamed: 3,25,2022,2W
REVOLT INTELLICORP PVT LTD,Unnamed: 3,14906,2022,2W
RGM BUSINESS PLUS PVT LTD,Unnamed: 3,1564,2022,2W
ROWWET MOBILITY PVT LTD,Unnamed: 3,143,2022,2W
ROYAL-ENFIELD (UNIT OF EICHER LTD),Unnamed: 3,641885,2022,2W
SBTEK E MOTO PVT LTD,Unnamed: 3,19,2022,2W
SHRI BARSANA E-VEHICLES PVT LTD,Unnamed: 3,1,2022,2W
SMV,Unnamed: 3,26,2022,2W
SRIVARU MOTORS PVT LTD,Unnamed: 3,60,2022,2W
SUPERECO AUTOMOTIVE CO,Unnamed: 3,14,2022,2W
SUZUKI MOTORCYCLE INDIA PVT LTD,Unnamed: 3,646804,2022,2W
TATA MOTORS LTD,Unnamed: 3,0,2022,2W
THUKRAL ELECTRIC BIKES PVT LTD,Unnamed: 3,1,2022,2W
TORK MOTORS PVT LTD,Unnamed: 3,319,2022,2W
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,Unnamed: 3,1014,2022,2W
TUNWAL E MOTORS PVT LTD,Unnamed: 3,58,2022,2W
TVS MOTOR COMPANY LTD,Unnamed: 3,2377888,2022,2W
TYST DRIVE INDIA PVT LTD,Unnamed: 3,40,2022,2W
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,Unnamed: 3,314,2022,2W
WHITE CARBON MOTORS PVT LTD,Unnamed: 3,82,2022,2W
WUXI DONGMA (IMPORTER: DYNAM PRECISION),Unnamed: 3,6,2022,2W
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),Unnamed: 3,2,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),Unnamed: 3,4,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),Unnamed: 3,6,2022,2W
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),Unnamed: 3,12,2022,2W
WUXI SAIGE (IMPORTER: WARIVO MOTOR),Unnamed: 3,1,2022,2W
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),Unnamed: 3,15,2022,2W
XYZ1,Unnamed: 3,1,2022,2W
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),Unnamed: 3,25,2022,2W
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),Unnamed: 3,1,2022,2W
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),Unnamed: 3,13,2022,2W
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),Unnamed: 3,35,2022,2W
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),Unnamed: 3,10,2022,2W
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),Unnamed: 3,90,2022,2W
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),Unnamed: 3,21,2022,2W
ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),Unnamed: 3,7,2022,2W
ADISHWAR AUTO RIDE INDIA PVT LTD,Unnamed: 4,0,2022,2W
ADRIS ELECTRIC PVT LTD,Unnamed: 4,0,2022,2W
AFTEK MOTORS INDIA PVT LTD,Unnamed: 4,0,2022,2W
AHMED MOTORS,Unnamed: 4,0,2022,2W
AJS MOTORCYCLES LTD,Unnamed: 4,0,2022,2W
ALTIUS EV TECH PVT LTD,Unnamed: 4,0,2022,2W
AMO MOBILITY SOLUTIONS PVT LTD,Unnamed: 4,1,2022,2W
AMPERE VEHICLES PRIVATE LIMITED,Unnamed: 4,716,2022,2W
AMPERE VEHICLES PVT LTD,Unnamed: 4,0,2022,2W
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,Unnamed: 4,0,2022,2W
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),Unnamed: 4,0,2022,2W
ANVITA AUTO TECH WORKS PVT LTD,Unnamed: 4,0,2022,2W
ATHER ENERGY LTD,Unnamed: 4,30,2022,2W
ATOMEX E-MOTORS INDIA PVT LTD,Unnamed: 4,0,2022,2W
AUTOROLA INDIA TO,Unnamed: 4,0,2022,2W
AYAAN ELECTRONIC PVT LTD,Unnamed: 4,0,2022,2W
BAJAJ AUTO LTD,Unnamed: 4,714,2022,2W
BATTRE ELECTRIC MOBLITY PVT LTD,Unnamed: 4,0,2022,2W
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,Unnamed: 4,0,2022,2W
BGAUSS AUTO PRIVATE LIMITED,Unnamed: 4,0,2022,2W
BLIX CYCLES AND E-VEHICLES PVT LTD,Unnamed: 4,0,2022,2W
BMW INDIA PVT LTD,Unnamed: 4,13,2022,2W
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,Unnamed: 4,239,2022,2W
BOUNCE ELECTRIC 1 PVT LTD,Unnamed: 4,37,2022,2W
BSA MOTORS,Unnamed: 4,0,2022,2W
CHANDANA CORPORATION,Unnamed: 4,0,2022,2W
CLASSIC LEGENDS PVT LTD,Unnamed: 4,43,2022,2W
DAO EVTECH PRIVATE LIMITED,Unnamed: 4,0,2022,2W
DILLI ELECTRIC AUTO PVT LTD,Unnamed: 4,1,2022,2W
DSK MOTOWHEELS PVT LTD.,Unnamed: 4,0,2022,2W
DUCATI INDIA PVT LTD,Unnamed: 4,0,2022,2W
DUCATI MOTOR HOLDING S.P.A,Unnamed: 4,0,2022,2W
ECO FUEL SYSTEMS (I) PVT LTD,Unnamed: 4,0,2022,2W
EICHER MOTORS LTD,Unnamed: 4,0,2022,2W
ELECTRECA VEHICLES,Unnamed: 4,0,2022,2W
ELTHOR ENERGY PRIVATE LIMITED,Unnamed: 4,0,2022,2W
ENGTIAN ELECTRIC BIKE PVT LTD,Unnamed: 4,0,2022,2W
ESCORTS CONSTRUCTION EQUIPMENT LTD,Unnamed: 4,0,2022,2W
ESCORTS R&D CENTRE,Unnamed: 4,0,2022,2W
EVTRIC MOTORS PVT LTD,Unnamed: 4,0,2022,2W
EXERVAL PVT LTD,Unnamed: 4,0,2022,2W
FIADO INDUSTRIES PVT LTD,Unnamed: 4,0,2022,2W
GODREJ AND BOYCE MFG CO LTD,Unnamed: 4,0,2022,2W
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,Unnamed: 4,0,2022,2W
GOREEN E-MOBILITY PVT LTD,Unnamed: 4,0,2022,2W
GREAVES ELECTRIC MOBILITY PVT LTD,Unnamed: 4,0,2022,2W
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),Unnamed: 4,0,2022,2W
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),Unnamed: 4,0,2022,2W
H-D MOTOR COMPANY INDIA PVT LTD,Unnamed: 4,0,2022,2W
HERO ELECTRIC VEHICLE PVT LTD,Unnamed: 4,0,2022,2W
HERO ELECTRIC VEHICLES PVT. LTD,Unnamed: 4,1425,2022,2W
HERO HONDA MOTORS  LTD,Unnamed: 4,0,2022,2W
HERO MOTOCORP LTD,Unnamed: 4,1173,2022,2W
HILLMAN MOTORS LTD,Unnamed: 4,0,2022,2W
HONDA CARS INDIA LTD,Unnamed: 4,0,2022,2W
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,Unnamed: 4,4271,2022,2W
HONGHUA INTER CO LTD,Unnamed: 4,0,2022,2W
