Maker,Sub_Category,Count,Year,Vehicle_Type
RASANDIK ENGINEERING INDUSTRIES INDIA LTD,Unnamed: 4,61,2025,3W
RASIWASIA RASAYAN PVT LTD,Unnamed: 4,1,2025,3W
RAVI METAL WORKS,Unnamed: 4,107,2025,3W
RAYON ENGINEERS,Unnamed: 4,863,2025,3W
RCJ AUTO FORGE PVT LTD,Unnamed: 4,566,2025,3W
RDS INDUSTRIES,Unnamed: 4,494,2025,3W
REDDY AUTOMOTIVE PVT LTD,Unnamed: 4,5,2025,3W
REEP INDUSTRIES PVT LTD,Unnamed: 4,84,2025,3W
REFLEX CONTROL SYSTEM PVT .LTD,Unnamed: 4,12,2025,3W
REPUBLIC MOTORS,Unnamed: 4,150,2025,3W
RIBAND ELECTRIC PVT LTD,Unnamed: 4,244,2025,3W
RICHFORD ALLIANZ PVT LTD,Unnamed: 4,1549,2025,3W
RIJIYA TRADING PVT LTD,Unnamed: 4,52,2025,3W
RILOX EV PVT LTD,Unnamed: 4,107,2025,3W
RIVET EV INDUSTRIES PVT LTD,Unnamed: 4,18,2025,3W
RIYA ENTERPRISE,Unnamed: 4,22,2025,3W
ROANSOME MOTORS,Unnamed: 4,11,2025,3W
ROARLEO MOTOR PVT LTD,Unnamed: 4,98,2025,3W
RODA FLEETS PVT LTD,Unnamed: 4,151,2025,3W
ROYAL AUTOMOBILES,Unnamed: 4,12,2025,3W
ROYCE EV PVT LTD,Unnamed: 4,490,2025,3W
RP MOTORS,Unnamed: 4,156,2025,3W
RPSS EV INDIA PVT LTD,Unnamed: 4,31,2025,3W
RUN STAR ENGINEERING,Unnamed: 4,41,2025,3W
RUTBA PRODUCT PVT LTD,Unnamed: 4,681,2025,3W
SAERA ELECTRIC AUTO PVT LTD,Unnamed: 4,15036,2025,3W
SAHNIANAND E VEHICLES PVT LTD,Unnamed: 4,7355,2025,3W
SAIF AUTO LTD,Unnamed: 4,15,2025,3W
SAIFIAN SOLAR PVT LTD,Unnamed: 4,452,2025,3W
SAI KISHAN MACHINERY (OPC) PVT LTD,Unnamed: 4,40,2025,3W
SAINIK CYCLE MART,Unnamed: 4,42,2025,3W
SAKSHAM TECH AUTOMOBILES,Unnamed: 4,44,2025,3W
SAKSHAM TRADING COMPANY,Unnamed: 4,376,2025,3W
SAMEER ENGINEERING,Unnamed: 4,3,2025,3W
SAMRAT ELECTRIC VEHICLE,Unnamed: 4,328,2025,3W
SANALDEEP INDUSTRIES,Unnamed: 4,29,2025,3W
S AND J INDUSTRIES,Unnamed: 4,39,2025,3W
SARAOGI E-VENTURES PVT LTD,Unnamed: 4,2,2025,3W
SARAVANA ENGINEERING WORKS,Unnamed: 4,1668,2025,3W
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Unnamed: 4,2513,2025,3W
S B TRADERS,Unnamed: 4,274,2025,3W
SCOOTERS INDIA LTD,Unnamed: 4,1,2025,3W
SEALION AUTOMOBILE PVT LTD,Unnamed: 4,16,2025,3W
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,Unnamed: 4,20,2025,3W
SETH INDUSTRIAL CORPORATION,Unnamed: 4,425,2025,3W
SETHJI INDUSTRIES,Unnamed: 4,9,2025,3W
SF2 E VEHICLE PVT LTD,Unnamed: 4,48,2025,3W
SGLLINE MOTORS PVT LTD,Unnamed: 4,2,2025,3W
SHAH ELECTRIC MOTERS,Unnamed: 4,41,2025,3W
SHAILENDRA AUTOS PVT LTD,Unnamed: 4,145,2025,3W
SHAKTI AUTO GREEN,Unnamed: 4,552,2025,3W
SHALYA AUTO SALES PVT LTD,Unnamed: 4,300,2025,3W
SHAMMI ELECTRONICS,Unnamed: 4,42,2025,3W
SHIGAN EVOLTZ LTD,Unnamed: 4,616,2025,3W
SHINE METAL UDYOG PVT LTD (UNIT- II),Unnamed: 4,94,2025,3W
SHINME ELECTRICAL VEHICLE PVT LTD,Unnamed: 4,76,2025,3W
SHIVA ENTERPRISES,Unnamed: 4,162,2025,3W
SHIV ENTERPRISES,Unnamed: 4,172,2025,3W
SHIVGANGA ECOGREEN LLP,Unnamed: 4,520,2025,3W
SHIV OM INDIA,Unnamed: 4,144,2025,3W
SHIV SHAKTI TRADERS,Unnamed: 4,38,2025,3W
SHREE MARUTI NANDAN BUSINESSS (P) LTD,Unnamed: 4,76,2025,3W
SHREE SIDHIVINAYAK AUTO,Unnamed: 4,201,2025,3W
SHREYA ENGINEERS,Unnamed: 4,3,2025,3W
SHRI BARSANA E-VEHICLES PVT LTD,Unnamed: 4,3156,2025,3W
SHRI NAMO ELECTRIC AUTOMOTIVE,Unnamed: 4,517,2025,3W
SHRIRAJ ELECTRIC VEHICLES,Unnamed: 4,602,2025,3W
SHUBHAM MANUFACTURER,Unnamed: 4,5,2025,3W
SHUBHMARUTI AGRITECH PVT LTD,Unnamed: 4,1,2025,3W
SIDANA INDUSTRIES,Unnamed: 4,24,2025,3W
SINGHAL ENTERPRISES,Unnamed: 4,100,2025,3W
SINGH AUTOMOBILES,Unnamed: 4,645,2025,3W
SIRF INDIA VEHICLES PVT LTD,Unnamed: 4,126,2025,3W
SIWACH STEEL PVT LTD,Unnamed: 4,2,2025,3W
SIX SENSES AUTOMOTIVE PVT LTD,Unnamed: 4,28,2025,3W
SKS TRADE INDIA PVT LTD,Unnamed: 4,5888,2025,3W
SKYBOLT INDUSTRIES PVT LTD,Unnamed: 4,100,2025,3W
SKYRIDE AUTOMOTIVE,Unnamed: 4,3,2025,3W
SKYY RIDER ELECTRIC PRIVATE LIMITED,Unnamed: 4,92,2025,3W
SMART ELECTRO MOTORS,Unnamed: 4,32,2025,3W
S.M ELECTRIC VEHICLE,Unnamed: 4,179,2025,3W
SM INTERNATIONAL,Unnamed: 4,30,2025,3W
SMITH MOTORS PVT LTD,Unnamed: 4,1,2025,3W
SMV GREEN SOLUTIONS PVT LTD,Unnamed: 4,79,2025,3W
SN SOLAR ENERGY,Unnamed: 4,251,2025,3W
SONI E VEHICLE PVT LTD,Unnamed: 4,2,2025,3W
SPEED AUTO TECH,Unnamed: 4,26,2025,3W
SPEEDWAYS ELECTRIC,Unnamed: 4,1,2025,3W
SPEEGO VEHICLES CO PVT LTD,Unnamed: 4,1376,2025,3W
SRD RENEWABLES,Unnamed: 4,1276,2025,3W
SRINIVAS E VEHICLE,Unnamed: 4,13,2025,3W
SSB INDISTRIES,Unnamed: 4,821,2025,3W
SSEV ENTERPRISES PRIVATE LIMITED,Unnamed: 4,917,2025,3W
S S GLOBAL,Unnamed: 4,42,2025,3W
SSV TECHNOLOGIES,Unnamed: 4,2,2025,3W
STAR BULL E MOTORS,Unnamed: 4,560,2025,3W
STAR IGLOBAL AUTOMOTIVE PVT LTD,Unnamed: 4,90,2025,3W
STAR INDUSTRIES,Unnamed: 4,61,2025,3W
STAR SMART BIKES PVT LTD,Unnamed: 4,4,2025,3W
STRENGTH AUTOELECTRIC PVT LTD,Unnamed: 4,316,2025,3W
SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,Unnamed: 4,361,2025,3W
SUMFONL AUTO TRADERS PVT LTD,Unnamed: 4,85,2025,3W
SUNANDA GREENTECH PVT LTD,Unnamed: 4,193,2025,3W
SUNARIYA MOTORS PVT LTD,Unnamed: 4,3,2025,3W
SUN INDUSTRIES,Unnamed: 4,359,2025,3W
SUNJET ENERGY PVT LTD,Unnamed: 4,10,2025,3W
SUNSET TRADE PVT LTD,Unnamed: 4,22,2025,3W
SUNSHINE TECHNOLOGIES,Unnamed: 4,80,2025,3W
SUNULTRA POWER SOLUTIONS PVT LTD,Unnamed: 4,17,2025,3W
SUPERECO AUTOMOTIVE CO,Unnamed: 4,67,2025,3W
SUPER METRO INDUSTRIES,Unnamed: 4,862,2025,3W
SUPER POWER MOTORS,Unnamed: 4,119,2025,3W
SUPERTECH EV LIMITED,Unnamed: 4,1282,2025,3W
SUPER TECHNO AUTOMOTIVE LLP,Unnamed: 4,134,2025,3W
SUPREME SALES AGENCY,Unnamed: 4,209,2025,3W
SUPREME SMART POWER PVT LTD,Unnamed: 4,100,2025,3W
SURJA AUTOMOTIVE PVT LTD,Unnamed: 4,1,2025,3W
SURYA INTERNATIONAL,Unnamed: 4,8,2025,3W
SVS ENTERPRISES,Unnamed: 4,10,2025,3W
SWARNCHAKRA AUTOMOBILES PVT LTD,Unnamed: 4,16,2025,3W
SWASTIK,Unnamed: 4,36,2025,3W
SYNDICATE AUTO COMPONENTS,Unnamed: 4,114,2025,3W
TAMARIA VENTURES,Unnamed: 4,2,2025,3W
TAO POWER PRIVATE LIMITED,Unnamed: 4,3,2025,3W
TARA MAA MACHINERY,Unnamed: 4,77,2025,3W
TATA MOTORS LTD,Unnamed: 4,1,2025,3W
TAURUS ELECTRIC VEHICLES,Unnamed: 4,76,2025,3W
TEJAS ENERGY,Unnamed: 4,47,2025,3W
TERRA MOTORS INDIA PVT LTD,Unnamed: 4,5376,2025,3W
THAVE ENTERPRISES,Unnamed: 4,92,2025,3W
THUKRAL ELECTRIC BIKES PVT LTD,Unnamed: 4,4224,2025,3W
TI CLEAN MOBILITY PVT LTD,Unnamed: 4,3838,2025,3W
TIGER AUTOMOBILES COMPANY,Unnamed: 4,11,2025,3W
TIRANGA AUTOTECH INDIA PVT LTD,Unnamed: 4,15,2025,3W
TOP TEAM MACHINES PVT LTD,Unnamed: 4,813,2025,3W
TRINITY ELECTRIC VEHICLES PVT LTD,Unnamed: 4,74,2025,3W
TRISHIKA INDUSTRIES,Unnamed: 4,45,2025,3W
TRUPART AUTOMOTIVE INDIA PVT LTD,Unnamed: 4,2,2025,3W
TSM ENGINEERING PVT LTD,Unnamed: 4,132,2025,3W
TSR TRADE COM,Unnamed: 4,5,2025,3W
TUFAN MOTORS PVT LTD,Unnamed: 4,440,2025,3W
T U K INDUSTRIES,Unnamed: 4,2982,2025,3W
TVS MOTOR COMPANY LTD,Unnamed: 4,23348,2025,3W
TWASHTRE AUTOMOTIVE PVT LTD,Unnamed: 4,25,2025,3W
TWINKLE TRADCOM PVT LTD,Unnamed: 4,1313,2025,3W
TWO FRIENDS AUTO ELECTRIC PVT LTD,Unnamed: 4,1936,2025,3W
UMA  AUTO INDUSTRIES PVT. LTD,Unnamed: 4,10,2025,3W
UMA MOTORS,Unnamed: 4,179,2025,3W
UNIQUE AUTO ELECTRIC,Unnamed: 4,1039,2025,3W
UNIQUE ENTERPRISES,Unnamed: 4,2357,2025,3W
UNIQUE INTERNATIONAL,Unnamed: 4,6973,2025,3W
UNITED TRANSMOVERS PVT LTD,Unnamed: 4,232,2025,3W
UP FURNITURE,Unnamed: 4,42,2025,3W
U.P. TELELINKS LIMITED,Unnamed: 4,1739,2025,3W
URWASHI ENTERPRISES,Unnamed: 4,580,2025,3W
USHASONS AUTO COMPONENTS,Unnamed: 4,6,2025,3W
VAHAK FUTURE SOLUTIONS LLP,Unnamed: 4,36,2025,3W
VAISHNAVI INDUSTRIES,Unnamed: 4,20,2025,3W
VALAMPURI & COMPANY,Unnamed: 4,1,2025,3W
VANI ELECTRIC VEHICLES PVT LTD,Unnamed: 4,3281,2025,3W
VEECTERO E VEHICLES LLP,Unnamed: 4,31,2025,3W
VENUS AUTO WHEELS PVT LTD,Unnamed: 4,330,2025,3W
VICTORY ELECTRIC INTERNATIONAL,Unnamed: 4,1132,2025,3W
VIJAYA ELECTRIC AUTO PVT LTD,Unnamed: 4,64,2025,3W
VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,Unnamed: 4,3233,2025,3W
VIJAYSHREE AUTOCOM LIMITED,Unnamed: 4,30,2025,3W
VIJEX STEEL FABRICATION,Unnamed: 4,152,2025,3W
VIMAL UNIVERSAL TRADE PVT LTD,Unnamed: 4,1093,2025,3W
VINCI INDUSTRIAL CORPORATION,Unnamed: 4,23,2025,3W
VIRAT MOTOCORP,Unnamed: 4,10,2025,3W
VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,Unnamed: 4,1,2025,3W
VISHAL ENTERPRISES,Unnamed: 4,335,2025,3W
VISHWAKARMA GNG INDUSTRY,Unnamed: 4,151,2025,3W
VISHWARUP ENTERPRISE,Unnamed: 4,1,2025,3W
VISHWAS AUTOMOBILES LLP,Unnamed: 4,16,2025,3W
VIVEK MOTORS,Unnamed: 4,32,2025,3W
VOLTEXPRESS INDUSTRIES,Unnamed: 4,53,2025,3W
VORC MOTORS PVT LTD,Unnamed: 4,84,2025,3W
VRINDA ENTERPRISES,Unnamed: 4,596,2025,3W
VTECH MOTORS,Unnamed: 4,3,2025,3W
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,Unnamed: 4,28,2025,3W
WASAN E-MOBILITY SOLUTIONS PVT LTD,Unnamed: 4,3,2025,3W
WELKIN HEALTHCARE PVT LTD,Unnamed: 4,2,2025,3W
WOX COOLERS PVT LTD,Unnamed: 4,1,2025,3W
YAARI AUTOMOBILES PVT LTD,Unnamed: 4,119,2025,3W
YC ELECTRIC VEHICLE,Unnamed: 4,25533,2025,3W
YUVRAJ INTERNATIONAL,Unnamed: 4,3,2025,3W
ZAKWILL ELECTRIC VEHICLES PVT LTD,Unnamed: 4,7,2025,3W
ZELIO AUTO PVT LTD,Unnamed: 4,256,2025,3W
ZENIAK INNOVATION INDIA LTD,Unnamed: 4,5510,2025,3W
ZENMO PRIVATE LIMITED,Unnamed: 4,836,2025,3W
ZENTHIUM EV PVT LTD,Unnamed: 4,566,2025,3W
ZEOPLUS AXIS INDIA PVT. LTD.,Unnamed: 4,4460,2025,3W
ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,Unnamed: 4,31,2025,3W
ZESAR MOTORS PVT LTD,Unnamed: 4,14,2025,3W
ZOHAN TRADERS AND BIG METRO,Unnamed: 4,219,2025,3W
A1 HEAVY EQUIPMENTS DEVELOPER,Unnamed: 2,0,2022,4W
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,Unnamed: 2,0,2022,4W
ASHOK LEYLAND LTD,Unnamed: 2,0,2022,4W
ASTON MARTIN LAGONDA LTD,Unnamed: 2,0,2022,4W
ASTON MARTIN LAGONDA PVT LTD,Unnamed: 2,0,2022,4W
AUDI AG,Unnamed: 2,0,2022,4W
AUSTIN LTD,Unnamed: 2,0,2022,4W
AUTOMOBILI LAMBORGHINI S.P.A,Unnamed: 2,0,2022,4W
BAJAJ AUTO LTD,Unnamed: 2,0,2022,4W
BAJAJ TEMPO LIMITED,Unnamed: 2,0,2022,4W
BENTLEY MOTORS LIMITED,Unnamed: 2,0,2022,4W
BMW INDIA PVT LTD,Unnamed: 2,4,2022,4W
BYD INDIA PRIVATE LIMITED,Unnamed: 2,0,2022,4W
CHEVROLET SALES INDIA PVT LTD,Unnamed: 2,0,2022,4W
CLASSIC LEGENDS PVT LTD,Unnamed: 2,0,2022,4W
DAIMLER AG,Unnamed: 2,0,2022,4W
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,Unnamed: 2,0,2022,4W
DODGE MOTORS,Unnamed: 2,0,2022,4W
FCA INDIA AUTOMOBILES PRIVATE LIMITED,Unnamed: 2,5,2022,4W
FERRARI INDIA PRIVATE LIMITED,Unnamed: 2,0,2022,4W
FERRARI SPA,Unnamed: 2,0,2022,4W
FORCE MOTORS LIMITED,Unnamed: 2,0,2022,4W
FORD INDIA PVT LTD,Unnamed: 2,0,2022,4W
GENERAL MOTORS INDIA PVT LTD,Unnamed: 2,0,2022,4W
HERO MOTOCORP LTD,Unnamed: 2,7,2022,4W
HILLMAN MOTORS LTD,Unnamed: 2,0,2022,4W
HINDUSTAN MOTOR CORPORATION,Unnamed: 2,0,2022,4W
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,Unnamed: 2,0,2022,4W
HONDA CARS INDIA LTD,Unnamed: 2,89,2022,4W
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,Unnamed: 2,2,2022,4W
HYUNDAI MOTOR INDIA LTD,Unnamed: 2,365,2022,4W
"HYUNDAI MOTORS LTD, SOUTH KOREA",Unnamed: 2,0,2022,4W
INDIA YAMAHA MOTOR PVT LTD,Unnamed: 2,0,2022,4W
ISUZU MOTORS INDIA PVT LTD,Unnamed: 2,0,2022,4W
JAGUAR LAND ROVER INDIA LIMITED,Unnamed: 2,0,2022,4W
J.C. BAMFORD EXCAVATORS LIMITED,Unnamed: 2,0,2022,4W
JEEP CHEROKEE,Unnamed: 2,0,2022,4W
JSW MG MOTOR INDIA PVT LTD,Unnamed: 2,5,2022,4W
KIA INDIA PRIVATE LIMITED,Unnamed: 2,183,2022,4W
KIA MOTORS CORPN,Unnamed: 2,0,2022,4W
LAMBORGHINI,Unnamed: 2,0,2022,4W
LEXUS MOTORS LTD,Unnamed: 2,0,2022,4W
LOCAL TRAILER MANUFACTURER,Unnamed: 2,0,2022,4W
LOTUS CARS,Unnamed: 2,0,2022,4W
MAHINDRA DEFENCE SYSTEMS LTD,Unnamed: 2,0,2022,4W
MAHINDRA ELECTRIC MOBILITY LIMITED,Unnamed: 2,0,2022,4W
MAHINDRA & MAHINDRA LIMITED,Unnamed: 2,81,2022,4W
MARUTI INDUSTRIES,Unnamed: 2,0,2022,4W
MARUTI SUZUKI INDIA LTD,Unnamed: 2,1201,2022,4W
MARUTI UDYOG LTD,Unnamed: 2,0,2022,4W
MASERATI S.P.A,Unnamed: 2,0,2022,4W
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),Unnamed: 2,0,2022,4W
MERCEDES -BENZ AG,Unnamed: 2,0,2022,4W
MERCEDES-BENZ INDIA PVT LTD,Unnamed: 2,3,2022,4W
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),Unnamed: 2,0,2022,4W
MITSUBISHI MOTORS CORPORATION,Unnamed: 2,0,2022,4W
NEW HOLLAND FIAT INDIA PVT. LTD.,Unnamed: 2,0,2022,4W
NIRMAL BROTHER,Unnamed: 2,0,2022,4W
NISSAN MOTOR INDIA PVT LTD,Unnamed: 2,19,2022,4W
OTHERS,Unnamed: 2,36,2022,4W
PCA AUTOMOBILES INDIA PVT LTD,Unnamed: 2,0,2022,4W
PIAGGIO VEHICLES PVT LTD,Unnamed: 2,0,2022,4W
PORSCHE AG,Unnamed: 2,0,2022,4W
PORSCHE AG GERMANY,Unnamed: 2,0,2022,4W
RENAULT INDIA PVT LTD,Unnamed: 2,98,2022,4W
ROLLS ROYCE,Unnamed: 2,0,2022,4W
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),Unnamed: 2,0,2022,4W
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),Unnamed: 2,0,2022,4W
ROVER COMPANY,Unnamed: 2,0,2022,4W
ROYAL-ENFIELD (UNIT OF EICHER LTD),Unnamed: 2,0,2022,4W
SHREE CARS PVT. LTD,Unnamed: 2,0,2022,4W
SKODA AUTO AS,Unnamed: 2,0,2022,4W
SKODA AUTO INDIA PVT LTD,Unnamed: 2,0,2022,4W
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Unnamed: 2,38,2022,4W
SML ISUZU LTD,Unnamed: 2,0,2022,4W
SMV,Unnamed: 2,0,2022,4W
SUZUKI MOTORCYCLE INDIA PVT LTD,Unnamed: 2,0,2022,4W
SWARAJ AUTOMOTIVES LTD,Unnamed: 2,0,2022,4W
TATA ADVANCED SYSTEMS LTD,Unnamed: 2,0,2022,4W
TATA MOTORS LTD,Unnamed: 2,81,2022,4W
TATA MOTORS PASSENGER VEHICLES LTD,Unnamed: 2,525,2022,4W
TELCO LTD,Unnamed: 2,0,2022,4W
TOYOTA KIRLOSKAR MOTOR PVT LTD,Unnamed: 2,51,2022,4W
TVS MOTOR COMPANY LTD,Unnamed: 2,12,2022,4W
VE COMMERCIAL VEHICLES LTD,Unnamed: 2,0,2022,4W
VINTAGE VEHICLES,Unnamed: 2,0,2022,4W
VOLKSWAGEN AG,Unnamed: 2,0,2022,4W
VOLKSWAGEN INDIA PVT LTD,Unnamed: 2,0,2022,4W
VOLVO AUTO INDIA PVT LTD,Unnamed: 2,2,2022,4W
"""VOLVO GROUP INDIA PVT LTD""",Unnamed: 2,0,2022,4W
WILLYS INDIA LTD,Unnamed: 2,0,2022,4W
WUXI SAIGE (IMPORTER: WARIVO MOTOR),Unnamed: 2,0,2022,4W
A1 HEAVY EQUIPMENTS DEVELOPER,Unnamed: 3,1,2022,4W
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,Unnamed: 3,1,2022,4W
ASHOK LEYLAND LTD,Unnamed: 3,15,2022,4W
ASTON MARTIN LAGONDA LTD,Unnamed: 3,8,2022,4W
ASTON MARTIN LAGONDA PVT LTD,Unnamed: 3,1,2022,4W
AUDI AG,Unnamed: 3,598,2022,4W
AUSTIN LTD,Unnamed: 3,1,2022,4W
AUTOMOBILI LAMBORGHINI S.P.A,Unnamed: 3,93,2022,4W
BAJAJ AUTO LTD,Unnamed: 3,70,2022,4W
BAJAJ TEMPO LIMITED,Unnamed: 3,2,2022,4W
BENTLEY MOTORS LIMITED,Unnamed: 3,23,2022,4W
BMW INDIA PVT LTD,Unnamed: 3,11055,2022,4W
BYD INDIA PRIVATE LIMITED,Unnamed: 3,360,2022,4W
CHEVROLET SALES INDIA PVT LTD,Unnamed: 3,1,2022,4W
CLASSIC LEGENDS PVT LTD,Unnamed: 3,1,2022,4W
DAIMLER AG,Unnamed: 3,15,2022,4W
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,Unnamed: 3,0,2022,4W
DODGE MOTORS,Unnamed: 3,2,2022,4W
FCA INDIA AUTOMOBILES PRIVATE LIMITED,Unnamed: 3,12085,2022,4W
FERRARI INDIA PRIVATE LIMITED,Unnamed: 3,8,2022,4W
FERRARI SPA,Unnamed: 3,13,2022,4W
FORCE MOTORS LIMITED,Unnamed: 3,1674,2022,4W
FORD INDIA PVT LTD,Unnamed: 3,392,2022,4W
GENERAL MOTORS INDIA PVT LTD,Unnamed: 3,4,2022,4W
HERO MOTOCORP LTD,Unnamed: 3,5,2022,4W
HILLMAN MOTORS LTD,Unnamed: 3,1,2022,4W
HINDUSTAN MOTOR CORPORATION,Unnamed: 3,11,2022,4W
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,Unnamed: 3,3,2022,4W
HONDA CARS INDIA LTD,Unnamed: 3,85133,2022,4W
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,Unnamed: 3,3,2022,4W
HYUNDAI MOTOR INDIA LTD,Unnamed: 3,510173,2022,4W
"HYUNDAI MOTORS LTD, SOUTH KOREA",Unnamed: 3,27,2022,4W
INDIA YAMAHA MOTOR PVT LTD,Unnamed: 3,2,2022,4W
ISUZU MOTORS INDIA PVT LTD,Unnamed: 3,877,2022,4W
JAGUAR LAND ROVER INDIA LIMITED,Unnamed: 3,1859,2022,4W
J.C. BAMFORD EXCAVATORS LIMITED,Unnamed: 3,1,2022,4W
JEEP CHEROKEE,Unnamed: 3,2,2022,4W
JSW MG MOTOR INDIA PVT LTD,Unnamed: 3,40530,2022,4W
KIA INDIA PRIVATE LIMITED,Unnamed: 3,215698,2022,4W
KIA MOTORS CORPN,Unnamed: 3,5,2022,4W
LAMBORGHINI,Unnamed: 3,2,2022,4W
LEXUS MOTORS LTD,Unnamed: 3,1,2022,4W
LOCAL TRAILER MANUFACTURER,Unnamed: 3,1,2022,4W
LOTUS CARS,Unnamed: 3,1,2022,4W
MAHINDRA DEFENCE SYSTEMS LTD,Unnamed: 3,2,2022,4W
MAHINDRA ELECTRIC MOBILITY LIMITED,Unnamed: 3,3,2022,4W
MAHINDRA & MAHINDRA LIMITED,Unnamed: 3,271671,2022,4W
MARUTI INDUSTRIES,Unnamed: 3,2,2022,4W
MARUTI SUZUKI INDIA LTD,Unnamed: 3,1358651,2022,4W
MARUTI UDYOG LTD,Unnamed: 3,464,2022,4W
MASERATI S.P.A,Unnamed: 3,24,2022,4W
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),Unnamed: 3,11,2022,4W
MERCEDES -BENZ AG,Unnamed: 3,364,2022,4W
MERCEDES-BENZ INDIA PVT LTD,Unnamed: 3,13133,2022,4W
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),Unnamed: 3,1,2022,4W
MITSUBISHI MOTORS CORPORATION,Unnamed: 3,7,2022,4W
NEW HOLLAND FIAT INDIA PVT. LTD.,Unnamed: 3,1,2022,4W
NIRMAL BROTHER,Unnamed: 3,1,2022,4W
NISSAN MOTOR INDIA PVT LTD,Unnamed: 3,32048,2022,4W
OTHERS,Unnamed: 3,22204,2022,4W
PCA AUTOMOBILES INDIA PVT LTD,Unnamed: 3,3593,2022,4W
PIAGGIO VEHICLES PVT LTD,Unnamed: 3,1,2022,4W
PORSCHE AG,Unnamed: 3,3,2022,4W
PORSCHE AG GERMANY,Unnamed: 3,665,2022,4W
RENAULT INDIA PVT LTD,Unnamed: 3,78404,2022,4W
ROLLS ROYCE,Unnamed: 3,19,2022,4W
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),Unnamed: 3,3,2022,4W
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),Unnamed: 3,9,2022,4W
ROVER COMPANY,Unnamed: 3,1,2022,4W
ROYAL-ENFIELD (UNIT OF EICHER LTD),Unnamed: 3,9,2022,4W
SHREE CARS PVT. LTD,Unnamed: 3,1,2022,4W
SKODA AUTO AS,Unnamed: 3,2,2022,4W
SKODA AUTO INDIA PVT LTD,Unnamed: 3,833,2022,4W
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Unnamed: 3,80961,2022,4W
SML ISUZU LTD,Unnamed: 3,2,2022,4W
SMV,Unnamed: 3,48,2022,4W
SUZUKI MOTORCYCLE INDIA PVT LTD,Unnamed: 3,3,2022,4W
SWARAJ AUTOMOTIVES LTD,Unnamed: 3,1,2022,4W
TATA ADVANCED SYSTEMS LTD,Unnamed: 3,1,2022,4W
TATA MOTORS LTD,Unnamed: 3,38262,2022,4W
TATA MOTORS PASSENGER VEHICLES LTD,Unnamed: 3,419627,2022,4W
TELCO LTD,Unnamed: 3,1,2022,4W
TOYOTA KIRLOSKAR MOTOR PVT LTD,Unnamed: 3,140606,2022,4W
TVS MOTOR COMPANY LTD,Unnamed: 3,4,2022,4W
VE COMMERCIAL VEHICLES LTD,Unnamed: 3,9,2022,4W
VINTAGE VEHICLES,Unnamed: 3,42,2022,4W
VOLKSWAGEN AG,Unnamed: 3,32,2022,4W
VOLKSWAGEN INDIA PVT LTD,Unnamed: 3,345,2022,4W
VOLVO AUTO INDIA PVT LTD,Unnamed: 3,1600,2022,4W
"""VOLVO GROUP INDIA PVT LTD""",Unnamed: 3,3,2022,4W
WILLYS INDIA LTD,Unnamed: 3,6,2022,4W
WUXI SAIGE (IMPORTER: WARIVO MOTOR),Unnamed: 3,2,2022,4W
A1 HEAVY EQUIPMENTS DEVELOPER,Unnamed: 4,0,2022,4W
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,Unnamed: 4,0,2022,4W
ASHOK LEYLAND LTD,Unnamed: 4,0,2022,4W
ASTON MARTIN LAGONDA LTD,Unnamed: 4,0,2022,4W
ASTON MARTIN LAGONDA PVT LTD,Unnamed: 4,0,2022,4W
AUDI AG,Unnamed: 4,0,2022,4W
AUSTIN LTD,Unnamed: 4,0,2022,4W
AUTOMOBILI LAMBORGHINI S.P.A,Unnamed: 4,0,2022,4W
BAJAJ AUTO LTD,Unnamed: 4,0,2022,4W
BAJAJ TEMPO LIMITED,Unnamed: 4,0,2022,4W
BENTLEY MOTORS LIMITED,Unnamed: 4,0,2022,4W
BMW INDIA PVT LTD,Unnamed: 4,0,2022,4W
BYD INDIA PRIVATE LIMITED,Unnamed: 4,0,2022,4W
